arXiv ID,submitted_at,title,presence_of vendor_author,thema1,thema2,vendor_of_the_used_machine,max_qubit_count
2009.07375v2,2020-09-15,Digital Quantum Simulation of Non-Equilibrium Quantum Many-Body Systems,FALSE,(F2) Applications: condensed matter physics,,IBM,8
2009.07425v4,2020-09-16,Benchmarking Quantum State Transfer on Quantum Devices using   Spatio-Temporal Steering,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,5
2009.07601v3,2020-09-16,Efficient Quantum State Sample Tomography with Basis-dependent   Neural-networks,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,6
2009.09246v1,2020-09-19,Hybrid quantum-classical unsupervised data clustering based on the   Self-Organizing Feature Map,FALSE,(F1) Applications: quantum machine learning,,IBM,7
2009.13140v3,2020-09-28,Quantum computed moments correction to variational estimates,FALSE,(F2) Applications: condensed matter physics,,IBM,25
2009.14028v2,2020-09-29,"Demonstrating the power of quantum computers, certification of highly   entangled measurements and scalable quantum nonlocality",TRUE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,12
2010.00649v1,2020-10-01,Application of a Quantum Search Algorithm to High- Energy Physics Data   at the Large Hadron Collider,FALSE,(F9) Applications: high energy physics,,IBM,5
2010.03080v2,2020-10-06,Qubit-efficient entanglement spectroscopy using qubit resets,FALSE,(F13) Applications: others,,Quantinuum,6
2010.03217v1,2020-10-07,Entanglement and non-locality of four-qubit connected hypergraph states,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,3
2010.03397v1,2020-10-06,A Hardware-Aware Heuristic for the Qubit Mapping Problem in the NISQ Era,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,5
2010.03571v2,2020-10-07,Quantum simulation of open quantum systems in heavy-ion collisions,FALSE,(F9) Applications: high energy physics,,IBM,3
2010.06339v2,2020-10-13,Phase Analysis on the Error Scaling of Entangled Qubits in a 53-Qubit   System,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,2
2010.06458v2,2020-10-13,Quantum simulation of oscillating neutrinos,FALSE,(F9) Applications: high energy physics,,IBM,4
2010.07965v1,2020-10-15,Observation of separated dynamics of charge and spin in the   Fermi-Hubbard model,TRUE,(F2) Applications: condensed matter physics,(E) Quantum noise mitigation,Google,16
2010.08057v1,2020-10-15,Error-robust quantum logic optimization using a cloud quantum computer   interface,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,5
2010.08702v3,2020-10-17,Adaptive Circuit Learning for Quantum Metrology,FALSE,(F13) Applications: others,,IBM,15
2010.09188v6,2020-10-19,A Bayesian Approach for Characterizing and Mitigating Gate and   Measurement Errors,FALSE,(E) Quantum noise mitigation,,IBM,4
2010.10217v3,2020-10-20,Quantum circuit architecture search for variational quantum algorithms,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,4
2010.10510v1,2020-10-21,Compiling quantamorphisms for the IBM Q Experience,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,5
2010.12235v1,2020-10-23,Randomized linear gate set tomography,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,5
2010.12867v2,2020-10-24,Adaptive quantum state tomography with iterative particle filtering,TRUE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,3
2010.13186v2,2020-10-25,A Unified Framework for Quantum Supervised Learning,FALSE,(F1) Applications: quantum machine learning,,IBM,5
2010.14821v2,2020-10-28,Simulating noisy variational quantum eigensolver with local noise models,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,2
2010.14868v3,2020-10-28,Bipartite quantum measurements with optimal single-sided   distinguishability,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,2
2011.00723v3,2020-10-29,Experimental tests of density matrix's properties-based complementarity   relations,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,3
2011.01643v2,2020-11-03,Entangled state generation via quantum walks with multiple coins,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,5
2011.01879v3,2020-11-03,Variational certification of quantum devices,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,2
2011.03224v3,2020-11-06,Testing of flag-based fault-tolerance on IBM quantum devices,FALSE,(D) Quantum error correction,,IBM,7
2011.03403v1,2020-11-06,Beating classical heuristics for the binary paint shop problem with the   quantum approximate optimization algorithm,FALSE,(F5) Applications: optimization (QAOA),,IonQ,11
2011.03429v1,2020-11-06,Nonlinear Quantum Neuron: A Fundamental Building Block for Quantum   Neural Networks,FALSE,(F1) Applications: quantum machine learning,,IBM,4
2011.03532v4,2020-11-06,Dimensional Expressivity Analysis of Parametric Quantum Circuits,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,2
2011.04097v4,2020-11-08,Lipkin model on a quantum computer,FALSE,(F13) Applications: others,,IBM,2
2011.04402v1,2020-11-09,Quantum k-means algorithm based on Trusted server in Quantum Cloud   Computing,FALSE,(F1) Applications: quantum machine learning,,IBM,4
2011.04754v3,2020-11-09,Estimating expectation values using approximate quantum states,TRUE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,Rigetti,25
2011.07314v1,2020-11-14,Exploiting Quantum Teleportation in Quantum Circuit Mapping,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,16
2011.08137v3,2020-11-16,Quantum simulations of molecular systems with intrinsic atomic orbitals,TRUE,(F3) Applications: quantum chemistry,,IBM,2
2011.08853v1,2020-11-17,Many-body Hierarchy of Dissipative Timescales in a Quantum Computer,FALSE,(F11) Applications: open quantum systems,,IBM,10
2011.09692v2,2020-11-19,Quantum Ciphertext Dimension Reduction Scheme for Homomorphic Encrypted   Data,FALSE,(F13) Applications: others,,IBM,5
2011.10860v1,2020-11-21,General error mitigation for quantum circuits,FALSE,(E) Quantum noise mitigation,,IBM,4
2011.13999v3,2020-11-27,Quantum Computing for Atomic and Molecular Resonances,FALSE,(F3) Applications: quantum chemistry,,IBM,4
2012.00256v2,2020-12-01,A Hybrid System for Learning Classical Data in Quantum States,FALSE,(F1) Applications: quantum machine learning,,IBM,2
2012.00831v3,2020-12-01,Simple Mitigation Strategy for a Systematic Gate Error in IBMQ,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",(E) Quantum noise mitigation,IBM,2
2012.00921v2,2020-12-02,Accurately computing electronic properties of a quantum ring,TRUE,(F2) Applications: condensed matter physics,,Google,18
2012.01459v2,2020-12-02,Topological two-dimensional Floquet lattice on a single superconducting   qubit,FALSE,(F8) Applications: simulating quantum mechanics,(F2) Applications: condensed matter physics,IBM,1
2012.03472v1,2020-12-07,Quantum-Enhanced Machine Learning for Covid-19 and Anderson Insulator   Predictions,FALSE,(F1) Applications: quantum machine learning,(F2) Applications: condensed matter physics,IBM,2
2012.05986v2,2020-12-10,Entanglement of graph states of spin system with Ising interaction and   its quantifying on IBM's quantum computer,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,5
2012.06097v3,2020-12-11,Embedding classical dynamics in a quantum computer,FALSE,(F13) Applications: others,,IBM,3
2012.07711v1,2020-12-14,Relaxed Peephole Optimization: A Novel Compiler Optimization for Quantum   Circuits,TRUE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,3
2012.09432v3,2020-12-17,On the experimental feasibility of quantum state reconstruction via   machine learning,TRUE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,4
2012.09835v5,2020-12-17,QGo: Scalable Quantum Circuit Optimization Using Automated Synthesis,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",(F5) Applications: optimization (QAOA),IBM,5
2012.10268v2,2020-12-18,Gate-Based Circuit Designs For Quantum Adder Inspired Quantum Random   Walks on Superconducting Qubits,FALSE,(F12) Applications: quantum walk,　,IBM,10
2012.11424v1,2020-12-21,Variational Quantum Cloning: Improving Practicality for Quantum   Cryptanalysis,FALSE,(F13) Applications: others,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",Rigetti,3
2012.11560v2,2020-12-21,Application of Quantum Machine Learning using the Quantum Variational   Classifier Method to High Energy Physics Analysis at the LHC on IBM Quantum   Computer Simulator and Hardware with 10 qubits,FALSE,(F9) Applications: high energy physics,(F1) Applications: quantum machine learning,IBM,10
2012.11660v2,2020-12-21,Simulating the dynamics of braiding of Majorana zero modes using an IBM   quantum computer,TRUE,(F8) Applications: simulating quantum mechanics,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",IBM,3
2012.14386v1,2020-12-28,Quantum walk processes in quantum devices,FALSE,(F12) Applications: quantum walk,　,IBM,20
2101.01690v2,2021-01-05,Simple Mitigation of Global Depolarizing Errors in Quantum Simulations,FALSE,(E) Quantum noise mitigation,(F8) Applications: simulating quantum mechanics,IBM,5
2101.02109v4,2021-01-06,Modelling and Simulating the Noisy Behaviour of Near-term Quantum   Computers,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",(F12) Applications: quantum walk,IBM,12
2101.02331v3,2021-01-07,Modeling and mitigation of cross-talk effects in readout noise with   applications to the Quantum Approximate Optimization Algorithm,FALSE,(E) Quantum noise mitigation,(F5) Applications: optimization (QAOA),Rigetti,15
2101.03258v2,2021-01-08,Fair Sampling Error Analysis on NISQ Devices,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",(F5) Applications: optimization (QAOA),IBM,5
2101.06879v3,2021-01-18,Simulating Energy Transfer in Molecular Systems with Digital Quantum   Computers,FALSE,(F3) Applications: quantum chemistry,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",IBM,2
2101.07677v2,2021-01-19,Noisy intermediate scale quantum simulation of time dependent   Hamiltonians,FALSE,(F8) Applications: simulating quantum mechanics,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",IBM,2
2101.08151v1,2021-01-20,Composable Programming of Hybrid Workflows for Quantum Simulation,FALSE,(F8) Applications: simulating quantum mechanics,,IBM,3
2101.08870v1,2021-01-21,Information Scrambling in Computationally Complex Quantum Circuits,TRUE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,Google,21
2101.08946v3,2021-01-22,Generation and verification of 27-qubit Greenberger-Horne-Zeilinger   states in a superconducting quantum computer,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",　,IBM,27
2101.09581v1,2021-01-23,Machine learning of high dimensional data on a noisy quantum processor,TRUE,(F1) Applications: quantum machine learning,(F13) Applications: others,Google,17
2101.10202v1,2021-01-22,Simulation of Lennard-Jones Potential on a Quantum Computer,FALSE,(F8) Applications: simulating quantum mechanics,　,IBM,5
2101.10227v2,2021-01-25,A Trailhead for Quantum Simulation of SU(3) Yang-Mills Lattice Gauge   Theory in the Local Multiplet Basis,FALSE,(F9) Applications: high energy physics,(E) Quantum noise mitigation,IBM,5
2101.10307v1,2021-01-25,Testing Scalable Bell Inequalities for Quantum Graph States on IBM   Quantum Devices,TRUE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,5
2102.00371v1,2021-01-31,Comparison of Cloud-Based Ion Trap and Superconducting Quantum Computer   Architectures,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,10
2102.01682v1,2021-02-02,Exploiting dynamic quantum circuits in a quantum algorithm with   superconducting qubits,TRUE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,10
2102.01783v2,2021-02-02,Implementation of efficient quantum search algorithms on NISQ computers,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",　,IBM,6
2102.03788v1,2021-02-07,Quantum Divide and Compute: Exploring The Effect of Different Noise   Sources,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume","(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",IBM,20
2102.04313v2,2021-02-08,Long-time simulations with high fidelity on quantum hardware,FALSE,(F8) Applications: simulating quantum mechanics,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",IBM,5
2102.05321v2,2021-02-10,Enabling multi-programming mechanism for quantum computing in the NISQ   era,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",(F3) Applications: quantum chemistry,IBM,19
2102.05511v2,2021-02-10,"Benchmarking Quantum Chemistry Computations with Variational, Imaginary   Time Evolution, and Krylov Space Solver Algorithms",FALSE,(F3) Applications: quantum chemistry,,IBM,4
2102.06117v3,2021-02-11,Pulse-engineered Controlled-V gate and its applications on   superconducting quantum device,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,3
2102.06131v1,2021-02-11,Removing leakage-induced correlated errors in superconducting quantum   error correction,TRUE,(D) Quantum error correction,,Google,21
2102.06132v1,2021-02-11,Exponential suppression of bit or phase flip errors with repetitive   error correction,TRUE,(D) Quantum error correction,,Google,21
2102.08451v1,2021-02-16,Orchestrated Trios: Compiling for Efficient Communication in Quantum   Programs with 3-Qubit Gates,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,20
2102.08920v3,2021-02-17,SU(2) hadrons on a quantum computer,FALSE,(F9) Applications: high energy physics,,IBM,6
2102.08949v1,2021-02-17,Evaluating the Performance of Some Local Optimizers for Variational   Quantum Classifiers,FALSE,(F1) Applications: quantum machine learning,,IBM,5
2102.11521v2,2021-02-23,Whole-device entanglement in a 65-qubit superconducting quantum computer,FALSE,(E) Quantum noise mitigation,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",IBM,65
2102.13052v1,2021-02-25,Demonstration of quantum advantage by a joint detection receiver for   optical communications using quantum belief propagation on a trapped-ion   device,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,Quantinuum,3
2103.02031v2,2021-03-02,Perfect quantum-state synchronization,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,3
2103.05952v2,2021-03-10,Quantum Algorithms in Cybernetics,FALSE,(F13) Applications: others,,IBM,5
2103.06720v3,2021-03-11,Variational inference with a quantum computer,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",(F1) Applications: quantum machine learning,IBM,5
2103.06848v1,2021-03-11,Real-time quantum calculations of phase shifts using wave packet time   delays,TRUE,(F9) Applications: high energy physics,,IBM,4
2103.11307v3,2021-03-21,QuClassi: A Hybrid Deep Neural Network Architecture based on Quantum   State Fidelity,FALSE,(F1) Applications: quantum machine learning,,IBM,5
2103.12783v2,2021-03-23,Stabilizing multiple topological fermions on a quantum computer,FALSE,(F2) Applications: condensed matter physics,,IBM,12
2103.13855v3,2021-03-25,Demonstration of Shor's factoring algorithm for N=21 on IBM quantum   processors,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,5
2103.14996v1,2021-03-27,Secure quantum communication through a wormhole,FALSE,(F9) Applications: high energy physics,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",IBM,5
2103.17193v3,2021-03-31,QPack: Quantum Approximate Optimization Algorithms as universal   benchmark for quantum computers,FALSE,(F5) Applications: optimization (QAOA),,IBM,27
2104.01180v1,2021-04-02,Realizing topologically ordered states on a quantum processor,TRUE,(F2) Applications: condensed matter physics,(D) Quantum error correction,Google,31
2104.02975v1,2021-04-07,A quantum binary classifier based on cosine similarity,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,7
2104.03273v1,2021-04-07,Collective Neutrino Oscillations on a Quantum Computer,FALSE,(F9) Applications: high energy physics,,IBM,4
2104.03409v2,2021-04-07,A systematic variational approach to band theory in a quantum computer,FALSE,(F2) Applications: condensed matter physics,,IBM,5
2104.05059v2,2021-04-11,Application of Quantum Machine Learning using the Quantum Kernel   Algorithm on High Energy Physics Analysis at the LHC,TRUE,(F1) Applications: quantum machine learning,(F9) Applications: high energy physics,IBM,15
2104.05899v1,2021-04-13,Qubit Sensing: A New Attack Model for Multi-programming Quantum   Computing,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume","(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",IBM,5
2104.06081v1,2021-04-13,Training Quantum Neural Networks on NISQ Devices,FALSE,(F1) Applications: quantum machine learning,(F5) Applications: optimization (QAOA),IBM,6
2104.06244v3,2021-04-13,Quantum PUF for Security and Trust in Quantum Computing,TRUE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,5
2104.06428v1,2021-04-13,Simulating a ring-like Hubbard system with a quantum computer,TRUE,(F2) Applications: condensed matter physics,,IBM,4
2104.07006v4,2021-04-14,Fast quantum state reconstruction via accelerated non-convex programming,TRUE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",　,IBM,8
2104.07038v2,2021-04-14,Error rate reduction of single-qubit gates via noise-aware decomposition   into native gates,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",　,IBM,1
2104.07823v3,2021-04-15,Digital quantum simulation of open quantum systems using quantum   imaginary time evolution,TRUE,(F11) Applications: open quantum systems,　,IBM,5
2104.09442v3,2021-04-19,Digital quantum simulation of beam splitters and squeezing with IBM   quantum computers,FALSE,(F8) Applications: simulating quantum mechanics,　,IBM,5
2104.10220v1,2021-04-20,Doubling the size of quantum simulators by entanglement forging,TRUE,(F3) Applications: quantum chemistry,　,IBM,5
2104.10698v1,2021-04-21,Scalable Benchmarks for Gate-Based Quantum Computers,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",　,IBM,0
2104.11235v2,2021-04-22,Entanglement from tensor networks on a trapped-ion QCCD quantum computer,TRUE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,Honeywell,6
2104.13769v2,2021-04-28,Simulation of three-spin evolution under XX Hamiltonian on quantum   processor of IBM-Quantum Experience,FALSE,(F2) Applications: condensed matter physics,　,IBM,3
2104.13777v1,2021-04-28,Simulation of multiple-quantum NMR dynamics of spin dimer on quantum   computer,FALSE,(F3) Applications: quantum chemistry,　,IBM,4
2105.00080v2,2021-04-30,Entangling Quantum Generative Adversarial Networks,TRUE,(F1) Applications: quantum machine learning,　,Google,5
2105.00172v4,2021-05-01,A QUBO formulation for top-$ﾏ$ eigencentrality nodes,FALSE,(F5) Applications: optimization (QAOA),　,IBM,16
2105.01063v1,2021-05-03,Pulse-efficient circuit transpilation for quantum applications on   cross-resonance-based hardware,TRUE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",(F5) Applications: optimization (QAOA),IBM,11
2105.01639v1,2021-05-04,Practical Verification of Quantum Properties in Quantum Approximate   Optimization Runs,TRUE,(F5) Applications: optimization (QAOA),"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",Rigetti,24
2105.03406v2,2021-05-07,Covariant quantum kernels for data with group structure,TRUE,(F1) Applications: quantum machine learning,,IBM,27
2105.04765v1,2021-05-11,Quantum Simulations of the Non-Unitary Time Evolution and Applications   to Neutral-Kaon Oscillations,FALSE,(F9) Applications: high energy physics,(F8) Applications: simulating quantum mechanics,IBM,2
2105.05018v1,2021-05-07,Optimizing the Phase Estimation Algorithm Applied to the Quantum   Simulation of Heisenberg-Type Hamiltonians,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",　,IBM,5
2105.05068v1,2021-05-11,Optimizing Stabilizer Parities for Improved Logical Qubit Memories,TRUE,(D) Quantum error correction,,IonQ,9
2105.05266v3,2021-05-11,Playing quantum nonlocal games with six noisy qubits on the cloud,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",　,IBM,6
2105.06184v1,2021-05-13,Implementing Quantum Finite Automata Algorithms on Noisy Devices,FALSE,(F13) Applications: others,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",IBM,4
2105.06368v2,2021-05-13,Experimental QND measurements of complementarity on two-qubit states   with IonQ and IBM Q quantum computers,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)","(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",IonQ,4
2105.06419v3,2021-05-13,Conditional entropy production and quantum fluctuation theorem of   dissipative information: Theory and experiments,FALSE,(F13) Applications: others,　,IBM,4
2105.07187v1,2021-05-15,Cyberattacks on Quantum Networked Computation and Communications --   Hacking the Superdense Coding Protocol on IBM's Quantum Computers,FALSE,(F13) Applications: others,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",IBM,2
2105.07793v4,2021-05-17,Quantum error reduction with deep neural network applied at the   post-processing stage,FALSE,(F1) Applications: quantum machine learning,　,IBM,5
2105.07832v2,2021-05-17,Testing complementarity on a transmon quantum processor,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",　,IBM,2
2105.07993v1,2021-05-17,QuaSiMo: A Composable Library to Program Hybrid Workflows for Quantum   Simulation,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",　,IBM,3
2105.08555v3,2021-05-18,Tomographic entanglement indicators from NMR experiments,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",　,IBM,4
2105.09324v1,2021-05-19,Holographic dynamics simulations with a trapped ion quantum computer,TRUE,(F8) Applications: simulating quantum mechanics,(F2) Applications: condensed matter physics,Quantinuum,9
2105.09480v2,2021-05-19,Digitized Adiabatic Quantum Factorization,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",　,IBM,6
2105.09559v3,2021-05-20,Quantum Amplitude Amplification Operators,FALSE,(F5) Applications: optimization (QAOA),　,IBM,3
2105.11590v3,2021-05-25,A Quantum Hopfield Associative Memory Implemented on an Actual Quantum   Processor,FALSE,(F1) Applications: quantum machine learning,　,IBM,15
2105.11685v3,2021-05-25,Bounds on the recurrence probability in periodically-driven quantum   systems,FALSE,(F8) Applications: simulating quantum mechanics,　,IBM,3
2105.13377v2,2021-05-27,Improving readout in quantum simulations with repetition codes,TRUE,(D) Quantum error correction,　,IBM,12
2105.14581v3,2021-05-30,Simulating of X-states and the two-qubit XYZ Heisenberg system on IBM   quantum computer,FALSE,(F8) Applications: simulating quantum mechanics,　,IBM,4
2106.01264v3,2021-06-02,Experimental error mitigation using linear rescaling for variational   quantum eigensolving with up to 20 qubits,FALSE,(E) Quantum noise mitigation,　,IBM,20
2106.01671v1,2021-06-03,Analyzing crosstalk error in the NISQ era,FALSE,(E) Quantum noise mitigation,　,IBM,7
2106.04410v2,2021-06-08,Error Mitigation for Deep Quantum Optimization Circuits by Leveraging   Problem Symmetries,TRUE,(E) Quantum noise mitigation,(F5) Applications: optimization (QAOA),IBM,4
2106.05881v3,2021-06-10,Observation of measurement-induced quantum phases in a trapped-ion   quantum computer,TRUE,(F13) Applications: others,,IonQ,13
2106.05938v2,2021-06-10,Perturbative quantum simulation,FALSE,(F8) Applications: simulating quantum mechanics,　,IBM,9
2106.06461v1,2021-06-11,The role of quantum coherence in energy fluctuations,FALSE,(F11) Applications: open quantum systems,　,IBM,2
2106.07619v1,2021-06-14,Variational Quantum Eigensolver with Reduced Circuit Complexity,FALSE,(F5) Applications: optimization (QAOA),　,IBM,5
2106.08394v4,2021-06-15,Quantum simulation of non-equilibrium dynamics and thermalization in the   Schwinger model,FALSE,(F9) Applications: high energy physics,(F11) Applications: open quantum systems,IBM,3
2106.09976v2,2021-06-18,Finding solutions to the integer case constraint satisfiability problem   using Grover's algorithm,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",　,IBM,15
2106.10055v3,2021-06-18,Filtering variational quantum algorithms for combinatorial optimization,FALSE,(F5) Applications: optimization (QAOA),　,0,9
2106.11751v2,2021-06-11,Quantum Computing for Location Determination,FALSE,(F5) Applications: optimization (QAOA),　,IBM,3
2106.13835v1,2021-06-25,Experimental Quantum Embedding for Machine Learning,FALSE,(F1) Applications: quantum machine learning,　,Rigetti,30
2106.16170v2,2021-06-30,Quantum simulation of operator spreading in the chaotic Ising model,FALSE,(F2) Applications: condensed matter physics,(F8) Applications: simulating quantum mechanics,IBM,4
2107.00713v1,2021-07-01,Modeling Time-Dependent Systems using Dynamic Quantum Bayesian Networks,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",　,IBM,8
2107.02301v2,2021-07-05,Machine Learning-Derived Entanglement Witnesses,FALSE,(F1) Applications: quantum machine learning,　,IBM,3
2107.03638v3,2021-07-08,An investigation of IBM Quantum Computing device performance on   Combinatorial Optimisation Problems,FALSE,(F5) Applications: optimization (QAOA),　,IBM,7
2107.03845v2,2021-07-08,Implementable Hybrid Quantum Ant Colony Optimization Algorithm,FALSE,(F5) Applications: optimization (QAOA),　,IBM,5
2107.05691v1,2021-07-12,Scalable estimation of pure multi-qubit states,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",　,IBM,4
2107.06378v1,2021-07-13,Study of using Quantum Computer to Solve Poisson Equation in Gate   Insulators,FALSE,"(F6) Applications: linear algebra (HHL, variational linear system solver)",,IBM,4
2107.06468v1,2021-07-14,"Sampling on NISQ Devices: ""Who's the Fairest One of All?""",FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",(F5) Applications: optimization (QAOA),IBM,6
